Observation ID,Observation Date,Platform,Observation Start Time,Observation End Time,Observation Start Time Accuracy,Observation Start Time Precision,Observation End Time Accuracy,Observation End Time Precision,Initial Activity,Initial Activity Certainty,Initial Distance,Primary Departure Reason,Secondary Departure Reason,Beaufort,Waypoint,Swell Ind,Substrate,Substrate Notes,Condition Notes,Transect Name,Transect Notes,General Notes,Camera ID,Camera Detail,First Frame,Last Frame
192,1985-08-22,OTHER,15:23:00,15:28:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
193,1985-08-23,OTHER,08:50:00,08:55:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
194,1985-08-23,OTHER,08:52:00,08:57:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
195,1985-08-23,OTHER,08:56:00,09:01:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
196,1985-08-23,OTHER,09:05:00,09:10:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
197,1985-08-23,OTHER,09:17:00,09:22:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
198,1986-05-18,OTHER,13:15:00,13:20:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
199,1986-05-18,OTHER,13:59:00,14:04:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
200,1986-05-18,OTHER,14:24:00,14:29:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
201,1986-05-18,OTHER,14:32:00,14:37:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
202,1986-05-18,OTHER,15:36:00,15:41:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
203,1986-05-20,OTHER,09:39:00,09:44:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
204,1986-05-22,OTHER,07:09:00,07:14:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
205,1986-05-22,OTHER,13:30:00,13:35:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
206,1986-05-22,OTHER,14:57:00,15:02:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
207,1986-05-24,OTHER,12:04:00,12:09:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
208,1986-05-28,OTHER,15:53:00,15:58:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
209,1986-05-28,OTHER,16:42:00,16:47:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
210,1986-05-29,OTHER,09:17:00,09:22:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
211,1986-05-29,OTHER,10:54:00,10:59:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
212,1986-05-29,OTHER,11:45:00,11:50:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
213,1986-05-30,OTHER,08:44:00,08:49:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
214,1986-05-30,OTHER,10:55:00,11:00:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
215,1986-05-30,OTHER,11:10:00,11:15:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
216,1986-05-30,OTHER,12:10:00,12:15:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
217,1986-05-30,OTHER,15:04:00,15:09:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
218,1986-05-31,OTHER,09:33:00,09:38:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
219,1986-05-31,OTHER,09:40:00,09:45:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
220,1986-05-31,OTHER,13:30:00,13:35:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
221,1986-05-31,OTHER,14:08:00,14:13:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
222,1986-05-31,OTHER,14:38:00,14:43:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
223,1986-05-31,OTHER,16:39:00,16:44:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
224,1986-06-02,OTHER,13:03:00,13:08:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
225,1986-06-05,OTHER,10:30:00,10:35:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
226,1986-06-05,OTHER,11:21:00,11:26:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
227,1986-06-05,OTHER,12:20:00,12:25:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
228,1986-06-05,OTHER,14:26:00,14:31:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
229,1986-06-05,OTHER,14:32:00,14:37:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
230,1986-06-05,OTHER,15:32:00,15:37:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
231,1986-06-06,OTHER,12:14:00,12:19:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
232,1986-06-06,OTHER,16:30:00,16:35:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
233,1986-06-07,OTHER,15:00:00,15:05:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
234,1986-06-08,OTHER,10:28:00,10:33:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
235,1986-06-08,OTHER,13:10:00,13:15:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
236,1986-06-08,OTHER,13:50:00,13:55:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
237,1986-06-08,OTHER,14:40:00,14:45:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
238,1986-06-09,OTHER,08:10:00,08:15:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
239,1986-06-09,OTHER,09:40:00,09:45:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
240,1986-06-09,OTHER,10:00:00,10:05:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
241,1986-06-09,OTHER,10:27:00,10:32:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
242,1986-06-09,OTHER,11:31:00,11:36:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
243,1986-06-09,OTHER,12:40:00,12:45:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
244,1986-06-09,OTHER,13:30:00,13:35:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
245,1986-06-09,OTHER,15:40:00,15:45:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
246,1986-06-09,OTHER,17:05:00,17:10:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
247,1986-06-10,OTHER,08:52:00,08:57:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
248,1986-06-10,OTHER,10:21:00,10:26:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
249,1986-06-10,OTHER,11:26:00,11:31:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
250,1986-06-10,OTHER,13:44:00,13:49:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
251,1986-06-10,OTHER,13:50:00,13:55:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
252,1986-06-11,OTHER,13:09:00,13:14:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
253,1986-06-11,OTHER,13:10:00,13:15:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
254,1986-06-12,OTHER,14:20:00,14:25:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
255,1986-06-12,OTHER,14:21:00,14:26:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
256,1986-06-12,OTHER,15:08:00,15:13:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
257,1986-06-12,OTHER,15:40:00,15:45:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
258,1986-06-12,OTHER,16:48:00,16:53:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
259,1986-06-12,OTHER,16:50:00,16:55:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
260,1986-06-14,OTHER,07:33:00,07:38:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
261,1986-06-14,OTHER,10:17:00,10:22:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
262,1986-06-14,OTHER,11:50:00,11:55:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
263,1986-06-14,OTHER,12:16:00,12:21:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
264,1986-06-14,OTHER,13:20:00,13:25:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
265,1986-06-14,OTHER,14:12:00,14:17:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
266,1986-06-14,OTHER,15:16:00,15:21:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
267,1986-06-15,OTHER,08:50:00,08:55:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
268,1986-06-15,OTHER,10:52:00,10:57:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
269,1986-06-15,OTHER,11:36:00,11:41:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
270,1986-06-15,OTHER,12:19:00,12:24:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
271,1986-06-15,OTHER,12:31:00,12:36:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
272,1986-06-15,OTHER,12:40:00,12:45:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
273,1986-06-15,OTHER,13:40:00,13:45:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
274,1986-06-15,OTHER,15:50:00,15:55:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
275,1986-06-16,OTHER,08:42:00,08:47:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
276,1986-06-16,OTHER,09:42:00,09:47:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
277,1986-06-16,OTHER,10:10:00,10:15:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
278,1986-06-16,OTHER,11:52:00,11:57:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
279,1986-06-16,OTHER,12:00:00,12:05:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
280,1986-06-16,OTHER,16:13:00,16:18:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
281,1986-06-17,OTHER,11:50:00,11:55:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
282,1986-06-17,OTHER,13:10:00,13:15:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
283,1986-06-17,OTHER,13:59:00,14:04:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
284,1986-06-17,OTHER,14:21:00,14:26:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
285,1986-06-17,OTHER,14:38:00,14:43:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
286,1986-06-17,OTHER,16:40:00,16:45:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
287,1986-06-17,OTHER,17:15:00,17:20:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
288,1986-06-19,OTHER,09:17:00,09:22:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
289,1986-06-19,OTHER,14:19:00,14:24:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
290,1986-06-19,OTHER,14:30:00,14:35:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
291,1986-06-19,OTHER,15:42:00,15:47:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
292,1986-06-19,OTHER,16:40:00,16:45:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
293,1986-06-19,OTHER,16:45:00,16:50:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
294,1986-06-20,OTHER,14:20:00,14:25:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
295,1986-06-20,OTHER,15:50:00,15:55:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
296,1986-06-21,OTHER,14:00:00,14:05:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
297,1986-06-21,OTHER,16:10:00,16:15:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
298,1986-06-22,OTHER,09:25:00,09:30:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
299,1986-06-22,OTHER,11:40:00,11:45:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
300,1986-06-22,OTHER,12:32:00,12:37:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
301,1986-06-22,OTHER,13:17:00,13:22:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
302,1986-06-22,OTHER,16:51:00,16:56:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
303,1986-06-23,OTHER,10:15:00,10:20:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
304,1986-06-23,OTHER,11:07:00,11:12:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
305,1986-06-23,OTHER,12:41:00,12:46:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
306,1986-06-24,OTHER,15:35:00,15:40:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
307,1986-06-24,OTHER,15:53:00,15:58:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
308,1986-06-29,OTHER,10:30:00,10:35:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
309,1986-06-29,OTHER,10:37:00,10:42:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
310,1986-06-29,OTHER,17:28:00,17:33:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
311,1986-06-30,OTHER,14:38:00,14:43:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
312,1986-07-01,OTHER,12:25:00,12:30:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
313,1986-07-01,OTHER,12:27:00,12:32:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
314,1986-07-01,OTHER,13:28:00,13:33:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
315,1986-07-01,OTHER,15:17:00,15:22:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
316,1986-07-02,OTHER,10:00:00,10:05:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
317,1986-07-03,OTHER,15:46:00,15:51:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
318,1986-07-04,OTHER,10:25:00,10:30:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
319,1986-07-04,OTHER,10:40:00,10:45:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
320,1986-07-06,OTHER,11:00:00,11:05:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
321,1986-07-06,OTHER,12:00:00,12:05:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
322,1986-07-06,OTHER,13:08:00,13:13:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
323,1986-07-06,OTHER,14:48:00,14:53:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
324,1986-07-06,OTHER,15:03:00,15:08:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
325,1986-07-06,OTHER,15:15:00,15:20:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
326,1986-07-06,OTHER,16:20:00,16:25:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
327,1986-07-07,OTHER,11:07:00,11:12:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
328,1986-07-07,OTHER,11:13:00,11:18:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
329,1986-07-07,OTHER,11:14:00,11:19:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
330,1986-07-07,OTHER,12:17:00,12:22:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
331,1986-07-07,OTHER,16:03:00,16:08:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
332,1986-07-07,OTHER,16:32:00,16:37:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
333,1986-07-09,OTHER,16:05:00,16:10:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
334,1986-07-09,OTHER,16:32:00,16:37:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
335,1986-07-09,OTHER,17:41:00,17:46:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
336,1986-07-11,OTHER,13:09:00,13:14:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
337,1986-07-11,OTHER,13:18:00,13:23:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
338,1986-07-11,OTHER,13:31:00,13:36:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
339,1986-07-11,OTHER,14:48:00,14:53:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
340,1986-07-11,OTHER,15:50:00,15:55:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
341,1986-07-12,OTHER,11:49:00,11:54:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
342,1986-07-12,OTHER,13:16:00,13:21:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
343,1986-07-12,OTHER,13:58:00,14:03:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
344,1986-07-12,OTHER,14:15:00,14:20:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
345,1986-07-12,OTHER,14:50:00,14:55:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
346,1986-07-12,OTHER,14:52:00,14:57:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
347,1986-07-12,OTHER,16:20:00,16:25:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
348,1986-07-13,OTHER,08:55:00,09:00:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
349,1986-07-13,OTHER,15:44:00,15:49:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
350,1986-07-18,OTHER,14:30:00,14:35:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
351,1986-07-18,OTHER,16:01:00,16:06:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
352,1986-07-18,OTHER,16:21:00,16:26:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
353,1986-07-18,OTHER,17:18:00,17:23:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
354,1986-07-19,OTHER,17:31:00,17:36:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
355,1986-07-19,OTHER,17:32:00,17:37:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
356,1986-07-19,OTHER,17:57:00,18:02:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
357,1986-07-22,OTHER,14:07:00,14:12:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
358,1986-07-25,OTHER,15:00:00,15:05:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
359,1986-07-25,OTHER,18:09:00,18:14:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
360,1986-07-27,OTHER,15:56:00,16:01:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
361,1986-07-27,OTHER,17:02:00,17:07:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
362,1986-07-28,OTHER,17:10:00,17:15:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
363,1986-07-29,OTHER,09:22:00,09:27:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
364,1986-07-29,OTHER,10:00:00,10:05:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
365,1986-07-29,OTHER,10:40:00,10:45:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
366,1986-07-29,OTHER,11:30:00,11:35:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
367,1986-07-29,OTHER,12:54:00,12:59:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
368,1986-07-29,OTHER,12:58:00,13:03:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
369,1986-07-29,OTHER,14:19:00,14:24:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
370,1986-07-29,OTHER,16:30:00,16:35:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
371,1986-07-31,OTHER,09:39:00,09:44:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
372,1986-08-01,OTHER,08:34:00,08:39:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
373,1986-08-01,OTHER,08:49:00,08:54:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
374,1986-08-01,OTHER,09:45:00,09:50:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
375,1986-08-01,OTHER,11:08:00,11:13:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
376,1986-08-01,OTHER,13:22:00,13:27:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
377,1986-08-01,OTHER,13:36:00,13:41:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
378,1986-08-04,OTHER,11:31:00,11:36:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
379,1986-08-04,OTHER,14:05:00,14:10:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
380,1986-08-04,OTHER,16:30:00,16:35:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
381,1986-08-05,OTHER,09:15:00,09:20:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
382,1986-08-05,OTHER,09:31:00,09:36:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
383,1986-08-05,OTHER,13:40:00,13:45:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
384,1986-08-05,OTHER,13:50:00,13:55:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
385,1986-08-05,OTHER,15:04:00,15:09:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
